question_id,question_name
646,"ADULTS REPORTING NOT SEEING A DOCTOR IN THE PAST 12 MONTHS BECAUSE OF COST BY RACE/ETHNICITY, 2022 ASIAN/NATIVE HAWAIIAN OR PACIFIC ISLANDER"
651,"ADULTS WHO HAVE EVER BEEN TOLD BY A DOCTOR THAT THEY HAVE HYPERTENSION, 2021 YES, PREGNANCY-RELATED"
655,"ADULTS WHO HAVE EVER BEEN TOLD BY A DOCTOR THAT THEY HAVE HYPERTENSION, 2021 NO, PRE-HYPERTENSIVE"
656,"ADULTS REPORTING NOT SEEING A DOCTOR IN THE PAST 12 MONTHS BECAUSE OF COST BY RACE/ETHNICITY, 2022 OTHER"
687,"ADULTS REPORTING NOT HAVING A PERSONAL DOCTOR BY RACE/ETHNICITY, 2022 HISPANIC"
692,"ADULTS WHO REPORT BEING TOLD BY A DOCTOR THAT THEY HAVE CARDIOVASCULAR DISEASE BY RACE/ETHNICITY, 2022 HISPANIC"
697,"ADULTS REPORTING NOT HAVING A PERSONAL DOCTOR BY RACE/ETHNICITY, 2022 ASIAN/NATIVE HAWAIIAN OR PACIFIC ISLANDER"
698,"ADULTS REPORTING NOT SEEING A DOCTOR IN THE PAST 12 MONTHS BECAUSE OF COST, 2022 MALE"
705,"ADULTS WHO REPORT BEING TOLD BY A DOCTOR THAT THEY HAVE CARDIOVASCULAR DISEASE BY SEX, 2022 MALE"
707,"ADULTS WHO HAVE EVER BEEN TOLD BY A DOCTOR THAT THEY HAVE HYPERTENSION, 2021 NO"
710,"ADULTS REPORTING NOT HAVING A PERSONAL DOCTOR BY RACE/ETHNICITY, 2022 AMERICAN INDIAN/ ALASKA NATIVE"
713,"ADULTS WHO REPORT BEING TOLD BY A DOCTOR THAT THEY HAVE CARDIOVASCULAR DISEASE BY RACE/ETHNICITY, 2022 AMERICAN INDIAN OR ALASKA NATIVE"
716,"ADULTS WHO REPORT BEING TOLD BY A DOCTOR THAT THEY HAVE CARDIOVASCULAR DISEASE BY RACE/ETHNICITY, 2022 BLACK"
721,"ADULTS REPORTING NOT HAVING A PERSONAL DOCTOR BY GENDER, 2017 MALE"
723,"ADULTS REPORTING NOT HAVING A PERSONAL DOCTOR, 2022 FEMALE"
728,"ADULTS WHO REPORT BEING TOLD BY A DOCTOR THAT THEY HAVE CARDIOVASCULAR DISEASE BY RACE/ETHNICITY, 2022 ALL ADULTS"
738,"ADULTS REPORTING NOT HAVING A PERSONAL DOCTOR, 2022 ALL ADULTS"
752,"ADULTS REPORTING NOT HAVING A PERSONAL DOCTOR, 2022 MALE"
754,"ADULTS REPORTING NOT SEEING A DOCTOR IN THE PAST 12 MONTHS BECAUSE OF COST BY RACE/ETHNICITY, 2022 HISPANIC"
758,"ADULTS REPORTING NOT SEEING A DOCTOR IN THE PAST 12 MONTHS BECAUSE OF COST, 2022 FEMALE"
769,"ADULTS REPORTING NOT SEEING A DOCTOR IN THE PAST 12 MONTHS BECAUSE OF COST BY RACE/ETHNICITY, 2022 AMERICAN INDIAN/ ALASKA NATIVE"
778,"ADULTS WHO REPORT BEING TOLD BY A DOCTOR THAT THEY HAVE CARDIOVASCULAR DISEASE BY SEX, 2022 FEMALE"
787,"PROFESSIONALLY ACTIVE PRIMARY CARE PHYSICIANS BY FIELD, JAN 2024 GERIATRICS"
788,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 CORRECTIONS"
789,"PROFESSIONALLY ACTIVE PRIMARY CARE PHYSICIANS BY FIELD, JAN 2024 FAMILY MEDICINE/GENERAL PRACTICE"
790,"PROFESSIONALLY ACTIVE PRIMARY CARE PHYSICIANS BY FIELD, JAN 2024 OBSTETRICS & GYNECOLOGY"
791,"FEDERAL AND STATE SHARE OF MEDICAID SPENDING, FY 2022 STATE"
792,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 MEDICAID"
793,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 ALL OTHER"
794,"PROFESSIONALLY ACTIVE PHYSICIANS, JAN 2024 SPECIALIST PHYSICIANS"
795,"PROFESSIONALLY ACTIVE PHYSICIANS, JAN 2024 PRIMARY CARE PHYSICIANS"
796,"PROFESSIONALLY ACTIVE PHYSICIANS, JAN 2024 TOTAL"
797,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 TOTAL"
798,"FEDERAL AND STATE SHARE OF MEDICAID SPENDING, FY 2022 TOTAL"
799,"PROFESSIONALLY ACTIVE PRIMARY CARE PHYSICIANS BY FIELD, JAN 2024 INTERNAL MEDICINE"
800,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 ELEMENTARY & SECONDARY EDUCATION"
801,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 HIGHER EDUCATION"
802,"PROFESSIONALLY ACTIVE PRIMARY CARE PHYSICIANS BY FIELD, JAN 2024 TOTAL PRIMARY CARE"
803,"FEDERAL AND STATE SHARE OF MEDICAID SPENDING, FY 2022 FEDERAL"
804,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 PUBLIC ASSISTANCE"
805,"PROFESSIONALLY ACTIVE PRIMARY CARE PHYSICIANS BY FIELD, JAN 2024 PEDIATRICS"
806,"TOTAL EXPENDITURES (IN MILLIONS), SFY 2022 TOTAL STATE EXPENDITURES (IN MILLIONS)"
807,"DISTRIBUTION OF STATE EXPENDITURES (IN MILLIONS), SFY 2022 TRANSPORTATION"
808,"TOTAL MEDICAID SPENDING, FY 2022 TOTAL MEDICAID SPENDING"
26,%_UNINSURED
31,#_UNINSURED
38,PERC_UNINSURED_ADULTS
52,NUMBER_UNINSURED_CHILDREN
63,PERC_UNINSURED_CHILDREN
78,NUMBER_UNINSURED_ADULTS
550,"NONELDERLY WITH MEDICAID BY RACE/ETHNICITY, 2022 ASIAN/NATIVE HAWAIIAN OR PACIFIC ISLANDER"
630,"NONELDERLY WITH MEDICAID BY FEDERAL POVERTY LEVEL (FPL), 2022 200-399%"
633,"NONELDERLY WITH MEDICAID BY FEDERAL POVERTY LEVEL (FPL), 2022 100-199%"
634,"NONELDERLY WITH MEDICAID BY RACE/ETHNICITY, 2022 AMERICAN INDIAN OR ALASKA NATIVE"
640,"NONELDERLY WITH MEDICAID BY FEDERAL POVERTY LEVEL (FPL), 2022 400%+"
663,"NONELDERLY WITH MEDICAID BY RACE/ETHNICITY, 2022 MULTIPLE RACES"
664,"NONELDERLY WITH MEDICAID BY RACE/ETHNICITY, 2022 HISPANIC"
669,"NONELDERLY WITH MEDICAID BY AGE, 2022 ADULTS 19-64"
680,"TOTAL NONELDERLY WITH MEDICAID, 2022 MEDICAID"
708,"NONELDERLY WITH MEDICAID BY AGE, 2022 CHILDREN 0-18"
740,"NONELDERLY WITH MEDICAID BY FEDERAL POVERTY LEVEL (FPL), 2022 UNDER 100%"
762,"NONELDERLY WITH MEDICAID BY AGE, 2022 TOTAL"
771,"NONELDERLY WITH MEDICAID BY RACE/ETHNICITY, 2022 WHITE"
779,"NONELDERLY WITH MEDICAID BY RACE/ETHNICITY, 2022 BLACK"
